1.png	grinning face	😀️	\U0001F600\U0000FE0F	U+1F600	grinning face
249.png	man getting massage	💆‍♂️️	\U0001F486\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F486 U+200D U+2642 U+FE0F	man getting massage
250.png	woman getting massage	💆‍♀️️	\U0001F486\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F486 U+200D U+2640 U+FE0F	woman getting massage
251.png	person getting haircut	💇️	\U0001F487\U0000FE0F	U+1F487	person getting haircut
252.png	man getting haircut	💇‍♂️️	\U0001F487\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F487 U+200D U+2642 U+FE0F	man getting haircut
253.png	woman getting haircut	💇‍♀️️	\U0001F487\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F487 U+200D U+2640 U+FE0F	woman getting haircut
254.png	person walking	🚶️	\U0001F6B6\U0000FE0F	U+1F6B6	person walking
255.png	man walking	🚶‍♂️️	\U0001F6B6\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B6 U+200D U+2642 U+FE0F	man walking
256.png	woman walking	🚶‍♀️️	\U0001F6B6\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B6 U+200D U+2640 U+FE0F	woman walking
257.png	person running	🏃️	\U0001F3C3\U0000FE0F	U+1F3C3	person running
258.png	man running	🏃‍♂️️	\U0001F3C3\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3C3 U+200D U+2642 U+FE0F	man running
259.png	woman running	🏃‍♀️️	\U0001F3C3\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3C3 U+200D U+2640 U+FE0F	woman running
260.png	woman dancing	💃️	\U0001F483\U0000FE0F	U+1F483	woman dancing
261.png	man dancing	🕺️	\U0001F57A\U0000FE0F	U+1F57A	man dancing
262.png	people with bunny ears	👯️	\U0001F46F\U0000FE0F	U+1F46F	people with bunny ears
263.png	men with bunny ears	👯‍♂️️	\U0001F46F\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F46F U+200D U+2642 U+FE0F	men with bunny ears
264.png	women with bunny ears	👯‍♀️️	\U0001F46F\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F46F U+200D U+2640 U+FE0F	women with bunny ears
265.png	person in steamy room	🧖️	\U0001F9D6\U0000FE0F	U+1F9D6	person in steamy room
266.png	man in steamy room	🧖‍♂️️	\U0001F9D6\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D6 U+200D U+2642 U+FE0F	man in steamy room
267.png	woman in steamy room	🧖‍♀️️	\U0001F9D6\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D6 U+200D U+2640 U+FE0F	woman in steamy room
268.png	person climbing	🧗️	\U0001F9D7\U0000FE0F	U+1F9D7	person climbing
269.png	man climbing	🧗‍♂️️	\U0001F9D7\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D7 U+200D U+2642 U+FE0F	man climbing
270.png	woman climbing	🧗‍♀️️	\U0001F9D7\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D7 U+200D U+2640 U+FE0F	woman climbing
271.png	person in lotus position	🧘️	\U0001F9D8\U0000FE0F	U+1F9D8	person in lotus position
272.png	man in lotus position	🧘‍♂️️	\U0001F9D8\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D8 U+200D U+2642 U+FE0F	man in lotus position
273.png	woman in lotus position	🧘‍♀️️	\U0001F9D8\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D8 U+200D U+2640 U+FE0F	woman in lotus position
274.png	person taking bath	🛀️	\U0001F6C0\U0000FE0F	U+1F6C0	person taking bath
275.png	person in bed	🛌️	\U0001F6CC\U0000FE0F	U+1F6CC	person in bed
276.png	man in suit levitating	🕴️	\U0001F574\U0000FE0F	U+1F574	man in suit levitating
277.png	speaking head	🗣️	\U0001F5E3\U0000FE0F	U+1F5E3	speaking head
278.png	bust in silhouette	👤️	\U0001F464\U0000FE0F	U+1F464	bust in silhouette
279.png	busts in silhouette	👥️	\U0001F465\U0000FE0F	U+1F465	busts in silhouette
280.png	person fencing	🤺️	\U0001F93A\U0000FE0F	U+1F93A	person fencing
281.png	horse racing	🏇️	\U0001F3C7\U0000FE0F	U+1F3C7	horse racing
282.png	skier	⛷️	\U000026F7\U0000FE0F	U+26F7	skier
283.png	snowboarder	🏂️	\U0001F3C2\U0000FE0F	U+1F3C2	snowboarder
284.png	person golfing	🏌️	\U0001F3CC\U0000FE0F	U+1F3CC	person golfing
285.png	man golfing	🏌️‍♂️️	\U0001F3CC\U0000FE0F\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CC U+FE0F U+200D U+2642 U+FE0F	man golfing
286.png	woman golfing	🏌️‍♀️️	\U0001F3CC\U0000FE0F\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CC U+FE0F U+200D U+2640 U+FE0F	woman golfing
287.png	person surfing	🏄️	\U0001F3C4\U0000FE0F	U+1F3C4	person surfing
288.png	man surfing	🏄‍♂️️	\U0001F3C4\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3C4 U+200D U+2642 U+FE0F	man surfing
289.png	woman surfing	🏄‍♀️️	\U0001F3C4\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3C4 U+200D U+2640 U+FE0F	woman surfing
290.png	person rowing boat	🚣️	\U0001F6A3\U0000FE0F	U+1F6A3	person rowing boat
291.png	man rowing boat	🚣‍♂️️	\U0001F6A3\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6A3 U+200D U+2642 U+FE0F	man rowing boat
292.png	woman rowing boat	🚣‍♀️️	\U0001F6A3\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6A3 U+200D U+2640 U+FE0F	woman rowing boat
293.png	person swimming	🏊️	\U0001F3CA\U0000FE0F	U+1F3CA	person swimming
294.png	man swimming	🏊‍♂️️	\U0001F3CA\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CA U+200D U+2642 U+FE0F	man swimming
295.png	woman swimming	🏊‍♀️️	\U0001F3CA\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CA U+200D U+2640 U+FE0F	woman swimming
296.png	person bouncing ball	⛹️	\U000026F9\U0000FE0F	U+26F9	person bouncing ball
297.png	man bouncing ball	⛹️‍♂️️	\U000026F9\U0000FE0F\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+26F9 U+FE0F U+200D U+2642 U+FE0F	man bouncing ball
298.png	woman bouncing ball	⛹️‍♀️️	\U000026F9\U0000FE0F\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+26F9 U+FE0F U+200D U+2640 U+FE0F	woman bouncing ball
299.png	person lifting weights	🏋️	\U0001F3CB\U0000FE0F	U+1F3CB	person lifting weights
300.png	man lifting weights	🏋️‍♂️️	\U0001F3CB\U0000FE0F\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F3CB U+FE0F U+200D U+2642 U+FE0F	man lifting weights
301.png	woman lifting weights	🏋️‍♀️️	\U0001F3CB\U0000FE0F\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F3CB U+FE0F U+200D U+2640 U+FE0F	woman lifting weights
302.png	person biking	🚴️	\U0001F6B4\U0000FE0F	U+1F6B4	person biking
303.png	man biking	🚴‍♂️️	\U0001F6B4\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B4 U+200D U+2642 U+FE0F	man biking
304.png	woman biking	🚴‍♀️️	\U0001F6B4\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B4 U+200D U+2640 U+FE0F	woman biking
305.png	person mountain biking	🚵️	\U0001F6B5\U0000FE0F	U+1F6B5	person mountain biking
306.png	man mountain biking	🚵‍♂️️	\U0001F6B5\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F6B5 U+200D U+2642 U+FE0F	man mountain biking
307.png	woman mountain biking	🚵‍♀️️	\U0001F6B5\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F6B5 U+200D U+2640 U+FE0F	woman mountain biking
308.png	racing car	🏎️	\U0001F3CE\U0000FE0F	U+1F3CE	racing car
309.png	motorcycle	🏍️	\U0001F3CD\U0000FE0F	U+1F3CD	motorcycle
310.png	person cartwheeling	🤸️	\U0001F938\U0000FE0F	U+1F938	person cartwheeling
311.png	man cartwheeling	🤸‍♂️️	\U0001F938\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F938 U+200D U+2642 U+FE0F	man cartwheeling
312.png	woman cartwheeling	🤸‍♀️️	\U0001F938\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F938 U+200D U+2640 U+FE0F	woman cartwheeling
313.png	people wrestling	🤼️	\U0001F93C\U0000FE0F	U+1F93C	people wrestling
314.png	men wrestling	🤼‍♂️️	\U0001F93C\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93C U+200D U+2642 U+FE0F	men wrestling
315.png	women wrestling	🤼‍♀️️	\U0001F93C\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93C U+200D U+2640 U+FE0F	women wrestling
316.png	person playing water polo	🤽️	\U0001F93D\U0000FE0F	U+1F93D	person playing water polo
317.png	man playing water polo	🤽‍♂️️	\U0001F93D\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93D U+200D U+2642 U+FE0F	man playing water polo
318.png	woman playing water polo	🤽‍♀️️	\U0001F93D\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93D U+200D U+2640 U+FE0F	woman playing water polo
319.png	person playing handball	🤾️	\U0001F93E\U0000FE0F	U+1F93E	person playing handball
320.png	man playing handball	🤾‍♂️️	\U0001F93E\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F93E U+200D U+2642 U+FE0F	man playing handball
321.png	woman playing handball	🤾‍♀️️	\U0001F93E\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F93E U+200D U+2640 U+FE0F	woman playing handball
322.png	person juggling	🤹️	\U0001F939\U0000FE0F	U+1F939	person juggling
323.png	man juggling	🤹‍♂️️	\U0001F939\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F939 U+200D U+2642 U+FE0F	man juggling
324.png	woman juggling	🤹‍♀️️	\U0001F939\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F939 U+200D U+2640 U+FE0F	woman juggling
325.png	man and woman holding hands	👫️	\U0001F46B\U0000FE0F	U+1F46B	man and woman holding hands
326.png	two men holding hands	👬️	\U0001F46C\U0000FE0F	U+1F46C	two men holding hands
327.png	two women holding hands	👭️	\U0001F46D\U0000FE0F	U+1F46D	two women holding hands
328.png	kiss	💏️	\U0001F48F\U0000FE0F	U+1F48F	kiss
329.png	kiss: woman man	👩‍❤️‍💋‍👨️	\U0001F469\U0000200D\U00002764\U0000FE0F\U0000200D\U0001F48B\U0000200D\U0001F468\U0000FE0F	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468	kiss: woman, man
330.png	kiss: man man	👨‍❤️‍💋‍👨️	\U0001F468\U0000200D\U00002764\U0000FE0F\U0000200D\U0001F48B\U0000200D\U0001F468\U0000FE0F	U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468	kiss: man, man
331.png	kiss: woman woman	👩‍❤️‍💋‍👩️	\U0001F469\U0000200D\U00002764\U0000FE0F\U0000200D\U0001F48B\U0000200D\U0001F469\U0000FE0F	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469	kiss: woman, woman
332.png	couple with heart	💑️	\U0001F491\U0000FE0F	U+1F491	couple with heart
333.png	couple with heart: woman man	👩‍❤️‍👨️	\U0001F469\U0000200D\U00002764\U0000FE0F\U0000200D\U0001F468\U0000FE0F	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468	couple with heart: woman, man
334.png	couple with heart: man man	👨‍❤️‍👨️	\U0001F468\U0000200D\U00002764\U0000FE0F\U0000200D\U0001F468\U0000FE0F	U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468	couple with heart: man, man
335.png	couple with heart: woman woman	👩‍❤️‍👩️	\U0001F469\U0000200D\U00002764\U0000FE0F\U0000200D\U0001F469\U0000FE0F	U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469	couple with heart: woman, woman
336.png	family	👪️	\U0001F46A\U0000FE0F	U+1F46A	family
337.png	family: man woman	👨‍👩‍👦️	\U0001F468\U0000200D\U0001F469\U0000200D\U0001F466\U0000FE0F	U+1F468 U+200D U+1F469 U+200D U+1F466	family: man, woman, boy
338.png	family: man woman	👨‍👩‍👧️	\U0001F468\U0000200D\U0001F469\U0000200D\U0001F467\U0000FE0F	U+1F468 U+200D U+1F469 U+200D U+1F467	family: man, woman, girl
339.png	family: man woman	👨‍👩‍👧‍👦️	\U0001F468\U0000200D\U0001F469\U0000200D\U0001F467\U0000200D\U0001F466\U0000FE0F	U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466	family: man, woman, girl, boy
340.png	family: man woman	👨‍👩‍👦‍👦️	\U0001F468\U0000200D\U0001F469\U0000200D\U0001F466\U0000200D\U0001F466\U0000FE0F	U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466	family: man, woman, boy, boy
341.png	family: man woman	👨‍👩‍👧‍👧️	\U0001F468\U0000200D\U0001F469\U0000200D\U0001F467\U0000200D\U0001F467\U0000FE0F	U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467	family: man, woman, girl, girl
342.png	family: man man	👨‍👨‍👦️	\U0001F468\U0000200D\U0001F468\U0000200D\U0001F466\U0000FE0F	U+1F468 U+200D U+1F468 U+200D U+1F466	family: man, man, boy
343.png	family: man man	👨‍👨‍👧️	\U0001F468\U0000200D\U0001F468\U0000200D\U0001F467\U0000FE0F	U+1F468 U+200D U+1F468 U+200D U+1F467	family: man, man, girl
344.png	family: man man	👨‍👨‍👧‍👦️	\U0001F468\U0000200D\U0001F468\U0000200D\U0001F467\U0000200D\U0001F466\U0000FE0F	U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466	family: man, man, girl, boy
345.png	family: man man	👨‍👨‍👦‍👦️	\U0001F468\U0000200D\U0001F468\U0000200D\U0001F466\U0000200D\U0001F466\U0000FE0F	U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466	family: man, man, boy, boy
346.png	family: man man	👨‍👨‍👧‍👧️	\U0001F468\U0000200D\U0001F468\U0000200D\U0001F467\U0000200D\U0001F467\U0000FE0F	U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467	family: man, man, girl, girl
347.png	family: woman woman	👩‍👩‍👦️	\U0001F469\U0000200D\U0001F469\U0000200D\U0001F466\U0000FE0F	U+1F469 U+200D U+1F469 U+200D U+1F466	family: woman, woman, boy
348.png	family: woman woman	👩‍👩‍👧️	\U0001F469\U0000200D\U0001F469\U0000200D\U0001F467\U0000FE0F	U+1F469 U+200D U+1F469 U+200D U+1F467	family: woman, woman, girl
349.png	family: woman woman	👩‍👩‍👧‍👦️	\U0001F469\U0000200D\U0001F469\U0000200D\U0001F467\U0000200D\U0001F466\U0000FE0F	U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466	family: woman, woman, girl, boy
350.png	family: woman woman	👩‍👩‍👦‍👦️	\U0001F469\U0000200D\U0001F469\U0000200D\U0001F466\U0000200D\U0001F466\U0000FE0F	U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466	family: woman, woman, boy, boy
351.png	family: woman woman	👩‍👩‍👧‍👧️	\U0001F469\U0000200D\U0001F469\U0000200D\U0001F467\U0000200D\U0001F467\U0000FE0F	U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467	family: woman, woman, girl, girl
352.png	family: man boy	👨‍👦️	\U0001F468\U0000200D\U0001F466\U0000FE0F	U+1F468 U+200D U+1F466	family: man, boy
353.png	family: man boy	👨‍👦‍👦️	\U0001F468\U0000200D\U0001F466\U0000200D\U0001F466\U0000FE0F	U+1F468 U+200D U+1F466 U+200D U+1F466	family: man, boy, boy
354.png	family: man girl	👨‍👧️	\U0001F468\U0000200D\U0001F467\U0000FE0F	U+1F468 U+200D U+1F467	family: man, girl
355.png	family: man girl	👨‍👧‍👦️	\U0001F468\U0000200D\U0001F467\U0000200D\U0001F466\U0000FE0F	U+1F468 U+200D U+1F467 U+200D U+1F466	family: man, girl, boy
356.png	family: man girl	👨‍👧‍👧️	\U0001F468\U0000200D\U0001F467\U0000200D\U0001F467\U0000FE0F	U+1F468 U+200D U+1F467 U+200D U+1F467	family: man, girl, girl
357.png	family: woman boy	👩‍👦️	\U0001F469\U0000200D\U0001F466\U0000FE0F	U+1F469 U+200D U+1F466	family: woman, boy
358.png	family: woman boy	👩‍👦‍👦️	\U0001F469\U0000200D\U0001F466\U0000200D\U0001F466\U0000FE0F	U+1F469 U+200D U+1F466 U+200D U+1F466	family: woman, boy, boy
359.png	family: woman girl	👩‍👧️	\U0001F469\U0000200D\U0001F467\U0000FE0F	U+1F469 U+200D U+1F467	family: woman, girl
360.png	family: woman girl	👩‍👧‍👦️	\U0001F469\U0000200D\U0001F467\U0000200D\U0001F466\U0000FE0F	U+1F469 U+200D U+1F467 U+200D U+1F466	family: woman, girl, boy
361.png	family: woman girl	👩‍👧‍👧️	\U0001F469\U0000200D\U0001F467\U0000200D\U0001F467\U0000FE0F	U+1F469 U+200D U+1F467 U+200D U+1F467	family: woman, girl, girl
362.png	selfie	🤳️	\U0001F933\U0000FE0F	U+1F933	selfie
363.png	flexed biceps	💪️	\U0001F4AA\U0000FE0F	U+1F4AA	flexed biceps
364.png	⊛ leg	🦵️	\U0001F9B5\U0000FE0F	U+1F9B5	⊛ leg
365.png	⊛ foot	🦶️	\U0001F9B6\U0000FE0F	U+1F9B6	⊛ foot
366.png	backhand index pointing left	👈️	\U0001F448\U0000FE0F	U+1F448	backhand index pointing left
367.png	backhand index pointing right	👉️	\U0001F449\U0000FE0F	U+1F449	backhand index pointing right
368.png	index pointing up	☝️	\U0000261D\U0000FE0F	U+261D	index pointing up
369.png	backhand index pointing up	👆️	\U0001F446\U0000FE0F	U+1F446	backhand index pointing up
370.png	middle finger	🖕️	\U0001F595\U0000FE0F	U+1F595	middle finger
371.png	backhand index pointing down	👇️	\U0001F447\U0000FE0F	U+1F447	backhand index pointing down
372.png	victory hand	✌️	\U0000270C\U0000FE0F	U+270C	victory hand
373.png	crossed fingers	🤞️	\U0001F91E\U0000FE0F	U+1F91E	crossed fingers
374.png	vulcan salute	🖖️	\U0001F596\U0000FE0F	U+1F596	vulcan salute
375.png	sign of the horns	🤘️	\U0001F918\U0000FE0F	U+1F918	sign of the horns
376.png	call me hand	🤙️	\U0001F919\U0000FE0F	U+1F919	call me hand
377.png	hand with fingers splayed	🖐️	\U0001F590\U0000FE0F	U+1F590	hand with fingers splayed
378.png	raised hand	✋️	\U0000270B\U0000FE0F	U+270B	raised hand
379.png	OK hand	👌️	\U0001F44C\U0000FE0F	U+1F44C	OK hand
380.png	thumbs up	👍️	\U0001F44D\U0000FE0F	U+1F44D	thumbs up
381.png	thumbs down	👎️	\U0001F44E\U0000FE0F	U+1F44E	thumbs down
382.png	raised fist	✊️	\U0000270A\U0000FE0F	U+270A	raised fist
383.png	oncoming fist	👊️	\U0001F44A\U0000FE0F	U+1F44A	oncoming fist
384.png	left-facing fist	🤛️	\U0001F91B\U0000FE0F	U+1F91B	left-facing fist
385.png	right-facing fist	🤜️	\U0001F91C\U0000FE0F	U+1F91C	right-facing fist
386.png	raised back of hand	🤚️	\U0001F91A\U0000FE0F	U+1F91A	raised back of hand
387.png	waving hand	👋️	\U0001F44B\U0000FE0F	U+1F44B	waving hand
388.png	love-you gesture	🤟️	\U0001F91F\U0000FE0F	U+1F91F	love-you gesture
389.png	writing hand	✍️	\U0000270D\U0000FE0F	U+270D	writing hand
390.png	clapping hands	👏️	\U0001F44F\U0000FE0F	U+1F44F	clapping hands
391.png	open hands	👐️	\U0001F450\U0000FE0F	U+1F450	open hands
392.png	raising hands	🙌️	\U0001F64C\U0000FE0F	U+1F64C	raising hands
393.png	palms up together	🤲️	\U0001F932\U0000FE0F	U+1F932	palms up together
394.png	folded hands	🙏️	\U0001F64F\U0000FE0F	U+1F64F	folded hands
395.png	handshake	🤝️	\U0001F91D\U0000FE0F	U+1F91D	handshake
396.png	nail polish	💅️	\U0001F485\U0000FE0F	U+1F485	nail polish
397.png	ear	👂️	\U0001F442\U0000FE0F	U+1F442	ear
398.png	nose	👃️	\U0001F443\U0000FE0F	U+1F443	nose
399.png	footprints	👣️	\U0001F463\U0000FE0F	U+1F463	footprints
400.png	eyes	👀️	\U0001F440\U0000FE0F	U+1F440	eyes
401.png	eye	👁️	\U0001F441\U0000FE0F	U+1F441	eye
402.png	eye in speech bubble	👁️‍🗨️️	\U0001F441\U0000FE0F\U0000200D\U0001F5E8\U0000FE0F\U0000FE0F	U+1F441 U+FE0F U+200D U+1F5E8 U+FE0F	eye in speech bubble
403.png	brain	🧠️	\U0001F9E0\U0000FE0F	U+1F9E0	brain
404.png	⊛ bone	🦴️	\U0001F9B4\U0000FE0F	U+1F9B4	⊛ bone
405.png	⊛ tooth	🦷️	\U0001F9B7\U0000FE0F	U+1F9B7	⊛ tooth
406.png	tongue	👅️	\U0001F445\U0000FE0F	U+1F445	tongue
407.png	mouth	👄️	\U0001F444\U0000FE0F	U+1F444	mouth
408.png	kiss mark	💋️	\U0001F48B\U0000FE0F	U+1F48B	kiss mark
409.png	heart with arrow	💘️	\U0001F498\U0000FE0F	U+1F498	heart with arrow
410.png	heart with ribbon	💝️	\U0001F49D\U0000FE0F	U+1F49D	heart with ribbon
411.png	sparkling heart	💖️	\U0001F496\U0000FE0F	U+1F496	sparkling heart
412.png	growing heart	💗️	\U0001F497\U0000FE0F	U+1F497	growing heart
413.png	beating heart	💓️	\U0001F493\U0000FE0F	U+1F493	beating heart
414.png	revolving hearts	💞️	\U0001F49E\U0000FE0F	U+1F49E	revolving hearts
415.png	two hearts	💕️	\U0001F495\U0000FE0F	U+1F495	two hearts
416.png	love letter	💌️	\U0001F48C\U0000FE0F	U+1F48C	love letter
417.png	heavy heart exclamation	❣️	\U00002763\U0000FE0F	U+2763	heavy heart exclamation
418.png	broken heart	💔️	\U0001F494\U0000FE0F	U+1F494	broken heart
419.png	red heart	❤️	\U00002764\U0000FE0F	U+2764	red heart
420.png	orange heart	🧡️	\U0001F9E1\U0000FE0F	U+1F9E1	orange heart
421.png	yellow heart	💛️	\U0001F49B\U0000FE0F	U+1F49B	yellow heart
422.png	green heart	💚️	\U0001F49A\U0000FE0F	U+1F49A	green heart
423.png	blue heart	💙️	\U0001F499\U0000FE0F	U+1F499	blue heart
424.png	purple heart	💜️	\U0001F49C\U0000FE0F	U+1F49C	purple heart
425.png	black heart	🖤️	\U0001F5A4\U0000FE0F	U+1F5A4	black heart
426.png	heart decoration	💟️	\U0001F49F\U0000FE0F	U+1F49F	heart decoration
427.png	zzz	💤️	\U0001F4A4\U0000FE0F	U+1F4A4	zzz
428.png	anger symbol	💢️	\U0001F4A2\U0000FE0F	U+1F4A2	anger symbol
429.png	bomb	💣️	\U0001F4A3\U0000FE0F	U+1F4A3	bomb
430.png	collision	💥️	\U0001F4A5\U0000FE0F	U+1F4A5	collision
431.png	sweat droplets	💦️	\U0001F4A6\U0000FE0F	U+1F4A6	sweat droplets
432.png	dashing away	💨️	\U0001F4A8\U0000FE0F	U+1F4A8	dashing away
433.png	dizzy	💫️	\U0001F4AB\U0000FE0F	U+1F4AB	dizzy
434.png	speech balloon	💬️	\U0001F4AC\U0000FE0F	U+1F4AC	speech balloon
435.png	left speech bubble	🗨️	\U0001F5E8\U0000FE0F	U+1F5E8	left speech bubble
436.png	right anger bubble	🗯️	\U0001F5EF\U0000FE0F	U+1F5EF	right anger bubble
437.png	thought balloon	💭️	\U0001F4AD\U0000FE0F	U+1F4AD	thought balloon
438.png	hole	🕳️	\U0001F573\U0000FE0F	U+1F573	hole
439.png	glasses	👓️	\U0001F453\U0000FE0F	U+1F453	glasses
440.png	sunglasses	🕶️	\U0001F576\U0000FE0F	U+1F576	sunglasses
441.png	⊛ goggles	🥽️	\U0001F97D\U0000FE0F	U+1F97D	⊛ goggles
442.png	⊛ lab coat	🥼️	\U0001F97C\U0000FE0F	U+1F97C	⊛ lab coat
443.png	necktie	👔️	\U0001F454\U0000FE0F	U+1F454	necktie
444.png	t-shirt	👕️	\U0001F455\U0000FE0F	U+1F455	t-shirt
445.png	jeans	👖️	\U0001F456\U0000FE0F	U+1F456	jeans
446.png	scarf	🧣️	\U0001F9E3\U0000FE0F	U+1F9E3	scarf
447.png	gloves	🧤️	\U0001F9E4\U0000FE0F	U+1F9E4	gloves
448.png	coat	🧥️	\U0001F9E5\U0000FE0F	U+1F9E5	coat
449.png	socks	🧦️	\U0001F9E6\U0000FE0F	U+1F9E6	socks
